date,x1,x2,y1,y2,y3,y4,filtered_hole
2018-03-01,2,4,,,,,173
2018-04-14,1,4,,,,56.8,152
2018-06-01,1,4,,,,62.5,157
2018-06-18,1,4,,,,55.9,157
2018-06-01,1,4,,,,,157
2018-06-01,1,4,,,,54.1,175
2018-06-15,1,4,,,,54.2,175
2018-07-09,1,4,,,,64.6,157
2018-07-01,1,4,,,,53.3,157
2018-05-02,1,4,,,,,164
2018-05-10,1,4,,,,51.0,164
2018-07-23,1,4,,,,48.1,157
2018-07-30,1,4,,,,69.4,164
2018-05-02,1,4,,,,,175
2018-05-03,1,4,,,,48.0,175
2018-07-25,1,4,,,,53.7,175
2018-02-01,4,4,,,,,157
2018-02-27,4,4,,,,60.0,157
2018-02-09,4,4,,,,44.0,157
2018-02-01,4,4,,,,,164
2018-02-16,4,4,,,,51.0,164
2018-02-01,4,4,,,,,175
2018-02-27,4,4,,,,48.2,175
2018-01-01,5,1,34.1,38.2,30.2,38.0,158
2018-01-02,5,1,34.0,38.2,28.9,38.0,158
2018-01-03,5,1,34.0,38.2,29.9,38.0,158
2018-01-04,5,1,34.1,38.2,29.9,38.0,158
2018-01-10,5,1,34.0,38.2,29.5,38.0,158
2018-01-12,5,1,34.0,38.2,29.1,38.0,158
2018-01-13,5,1,33.9,38.2,29.5,38.0,158
2018-01-14,5,1,34.1,38.2,29.5,38.0,158
2018-01-17,5,1,34.1,38.2,29.1,38.0,158
2018-01-18,5,1,34.2,38.2,29.5,38.0,158
2018-01-20,5,1,33.8,38.2,29.5,38.0,158
2018-01-22,5,1,33.6,38.2,29.5,38.0,158
2018-01-25,5,1,33.5,38.2,29.5,38.0,158
2018-01-27,5,1,33.7,38.2,29.1,38.0,158
2018-01-30,5,1,34.2,38.2,29.1,38.0,158
2018-01-01,5,2,150.9,,121.7,40.0,160
2018-01-02,5,2,154.0,,109.8,40.0,160
2018-01-03,5,2,156.0,,121.7,40.0,160
2018-01-04,5,2,158.9,,121.7,40.0,160
2018-01-05,5,2,161.0,,121.7,40.0,160
2018-01-06,5,2,164.0,,121.7,40.0,160
2018-01-07,5,2,166.0,,110.0,40.0,160
2018-01-08,5,2,169.0,,110.0,40.0,160
2018-01-09,5,2,171.0,,110.0,40.0,160
2018-01-10,5,2,173.3,,121.7,40.0,160
2018-01-11,5,2,176.0,,121.7,40.0,160
2018-01-12,5,2,178.0,,121.7,40.0,160
2018-01-13,5,2,179.7,,121.7,40.0,160
2018-01-14,5,2,181.8,,121.7,40.0,160
2018-01-15,5,2,183.7,,121.7,40.0,160
2018-01-16,5,2,186.0,,121.7,40.0,160
2018-01-17,5,2,187.6,,110.0,40.0,160
2018-01-18,5,2,189.5,25.6,19.9,27.0,160
2018-01-19,5,2,191.0,25.6,19.9,27.0,160
2018-01-20,5,2,193.1,25.6,19.9,27.0,160
2018-01-21,5,2,194.8,25.6,19.9,27.0,160
2018-01-22,5,2,196.6,25.6,19.9,27.0,160
2018-01-23,5,2,198.4,25.6,19.5,27.0,160
2018-01-24,5,2,200.0,25.6,19.5,27.0,160
2018-01-25,5,2,201.6,25.6,19.5,27.0,160
2018-01-26,5,2,203.4,,19.5,27.0,160
2018-01-27,5,2,204.8,,19.5,27.0,160
2018-01-28,5,2,206.0,,19.5,27.0,160
2018-01-29,5,2,207.8,,19.5,27.0,160
2018-01-30,5,2,209.3,,19.5,27.0,160
2018-01-31,5,2,211.0,27.7,18.2,29.0,160
2018-01-01,5,1,32.8,51.1,43.0,,161
2018-01-02,5,1,34.0,51.1,44.1,,161
2018-01-03,5,1,33.0,51.1,43.0,,161
2018-01-07,5,1,33.0,51.1,43.3,,161
2018-01-10,5,1,33.1,51.1,44.0,,161
2018-01-11,5,1,33.0,51.1,44.0,,161
2018-01-13,5,1,32.9,51.1,43.7,,161
2018-01-14,5,1,32.8,51.1,43.7,,161
2018-01-16,5,1,33.0,51.1,43.7,,161
2018-01-17,5,1,33.0,51.1,43.4,,161
2018-01-18,5,1,32.7,51.1,42.8,,161
2018-01-19,5,1,32.8,51.1,42.8,,161
2018-01-21,5,1,33.2,51.1,43.1,,161
2018-01-22,5,1,32.9,51.1,43.1,,161
2018-01-23,5,1,33.0,51.1,42.8,,161
2018-01-25,5,1,32.9,51.1,42.8,,161
2018-01-27,5,1,32.7,51.1,43.0,,161
2018-01-29,5,1,33.0,50.9,50.9,,161
2018-01-30,5,1,32.5,50.9,50.9,,161
2018-01-01,5,2,12.0,,34.4,41.0,170
2018-01-03,5,2,12.0,,35.6,41.0,170
2018-01-10,5,2,12.0,,35.5,41.0,170
2018-01-12,5,2,12.0,,34.3,41.0,170
2018-01-17,5,2,12.0,45.6,36.4,46.0,170
2018-01-18,5,2,12.0,45.6,37.6,46.0,170
2018-01-21,5,2,12.0,45.6,35.2,46.0,170
2018-01-25,5,2,12.0,,35.2,46.0,170
2018-01-26,5,2,12.0,,36.3,46.0,170
2018-01-27,5,2,12.0,,35.1,46.0,170
2018-01-01,5,1,0.0,48.0,44.8,45.0,176
2018-01-02,5,1,0.0,48.0,45.1,45.0,176
2018-01-03,5,1,0.0,48.0,44.9,45.0,176
2018-01-07,5,1,0.0,48.0,45.0,45.0,176
2018-01-09,5,1,0.0,48.0,44.7,45.0,176
2018-01-10,5,1,0.0,48.0,44.6,45.0,176
2018-01-21,5,1,0.0,48.0,44.5,45.0,176
2018-01-27,5,1,0.0,47.0,43.9,45.0,176
2018-01-29,5,1,0.0,47.0,44.2,45.0,176
2018-01-01,5,2,,,87.0,74.0,177
2018-01-02,5,2,,,85.7,74.0,177
2018-01-12,5,2,,,86.9,74.0,177
2018-01-13,5,2,,,85.6,74.0,177
2018-01-17,5,2,,69.1,52.2,69.0,177
2018-01-18,5,2,,69.1,51.1,69.0,177
2018-01-25,5,2,,,51.1,69.0,177
2018-01-26,5,2,,,52.2,69.0,177
2018-01-01,5,3,,,45.7,53.0,187
2018-01-02,5,3,,,44.6,53.0,187
2018-01-03,5,3,0.0,,45.6,53.0,187
2018-01-11,5,3,0.0,,45.5,53.0,187
2018-01-12,5,3,0.0,,43.4,53.0,187
2018-01-13,5,3,0.0,,44.5,53.0,187
2018-01-18,5,3,0.0,,44.6,53.0,187
2018-01-26,5,3,0.0,,39.8,53.0,187
2018-01-27,5,3,0.0,,40.9,53.0,187
2018-01-01,5,3,27.0,71.5,66.1,43.0,188
2018-01-02,5,3,28.0,71.5,65.8,43.0,188
2018-01-04,5,3,27.7,71.5,65.8,43.0,188
2018-01-10,5,3,27.7,71.5,66.1,43.0,188
2018-01-12,5,3,27.0,71.5,65.8,43.0,188
2018-01-13,5,3,27.4,71.5,66.1,43.0,188
2018-01-14,5,3,27.2,71.5,66.1,43.0,188
2018-01-18,5,3,28.1,71.5,66.1,43.0,188
2018-01-19,5,3,28.0,71.5,66.1,43.0,188
2018-01-25,5,3,28.3,71.5,65.8,43.0,188
2018-01-27,5,3,28.6,71.5,66.1,43.0,188
2018-01-28,5,3,29.0,71.5,66.1,43.0,188
2018-01-30,5,3,28.8,71.5,66.1,43.0,188
2018-01-01,5,3,,45.4,37.2,,222
2018-01-03,5,3,,45.4,37.6,,222
2018-01-07,5,3,,40.4,33.4,,222
2018-01-09,5,3,,40.4,34.0,,222
2018-01-10,5,3,,44.4,37.5,,222
2018-01-12,5,3,,45.4,38.0,,222
2018-01-13,5,3,,46.3,38.9,,222
2018-01-17,5,3,,45.4,38.3,,222
2018-01-21,5,3,,44.4,37.2,,222
2018-01-26,5,3,,43.4,36.6,,222
2018-01-27,5,3,,43.4,36.3,,222
2018-01-01,5,2,,,99.1,10.0,232
2018-01-03,5,2,,,98.4,10.0,232
2018-01-06,5,2,,,98.2,10.0,232
2018-01-12,5,2,,,99.3,10.0,232
2018-01-01,5,1,,53.7,53.6,53.0,235
2018-01-02,5,1,,53.7,50.7,53.0,235
2018-01-03,5,1,,53.7,51.2,53.0,235
2018-01-06,5,1,,53.7,51.6,53.0,235
2018-01-08,5,1,,53.7,50.9,53.0,235
2018-01-12,5,1,,53.7,51.0,53.0,235
2018-01-14,5,1,,53.7,51.4,53.0,235
2018-01-23,5,1,,53.7,51.1,53.0,235
2018-01-01,5,2,44.0,55.4,36.5,63.0,239
2018-01-07,5,2,44.0,55.4,35.8,63.0,239
2018-01-18,5,2,44.1,55.4,36.5,63.0,239
2018-01-19,5,2,44.4,55.4,36.5,63.0,239
2018-01-20,5,2,44.2,55.4,36.5,63.0,239
2018-01-21,5,2,44.0,56.4,36.4,63.0,239
2018-01-22,5,2,44.3,56.4,36.4,63.0,239
2018-01-28,5,2,44.0,55.3,35.7,63.0,239
2018-01-29,5,2,45.0,55.3,35.7,63.0,239
2018-01-01,5,2,0.0,,42.8,55.0,240
2018-01-03,5,2,0.0,,41.7,55.0,240
2018-04-01,3,1,33.0,38.2,29.1,,158
2018-04-02,3,1,32.0,38.2,28.8,,158
2018-04-04,3,1,33.0,38.2,29.3,,158
2018-04-06,3,1,33.0,38.2,29.6,,158
2018-04-07,3,1,33.0,38.2,28.3,,158
2018-04-09,3,1,32.0,38.2,28.3,,158
2018-04-11,3,1,32.0,38.2,29.3,,158
2018-04-14,3,1,32.0,38.2,29.5,,158
2018-04-15,3,1,33.0,38.2,29.5,,158
2018-04-19,3,1,33.0,38.2,29.4,,158
2018-04-21,3,1,32.0,38.2,29.4,,158
2018-04-22,3,1,37.0,38.2,29.4,,158
2018-04-23,3,1,36.0,38.2,29.5,,158
2018-04-24,3,1,38.0,38.2,29.1,,158
2018-04-25,3,1,35.0,38.2,29.1,,158
2018-04-29,3,1,32.0,38.2,29.1,,158
2018-04-01,3,2,268.0,,21.4,29.0,160
2018-04-03,3,2,269.0,,21.4,29.0,160
2018-04-04,3,2,269.0,,22.1,29.0,160
2018-04-05,3,2,270.0,,22.1,29.0,160
2018-04-06,3,2,271.0,,22.1,29.0,160
2018-04-07,3,2,271.0,,20.9,29.0,160
2018-04-08,3,2,272.0,,20.9,29.0,160
2018-04-09,3,2,273.0,,20.9,29.0,160
2018-04-10,3,2,273.0,,21.5,29.0,160
2018-04-11,3,2,273.0,,22.7,29.0,160
2018-04-12,3,2,274.0,,22.7,29.0,160
2018-04-13,3,2,275.0,,22.4,29.0,160
2018-04-15,3,2,276.0,,22.4,29.0,160
2018-04-16,3,2,277.0,,22.4,29.0,160
2018-04-18,3,2,278.0,,22.4,29.0,160
2018-04-20,3,2,279.0,,22.4,29.0,160
2018-04-22,3,2,280.0,,22.5,29.0,160
2018-04-23,3,2,280.0,,21.3,29.0,160
2018-04-24,3,2,281.0,,22.5,29.0,160
2018-04-27,3,2,285.0,,22.4,29.0,160
2018-04-28,3,2,284.0,,22.4,29.0,160
2018-04-01,3,1,32.0,51.1,43.9,,161
2018-04-02,3,1,33.0,51.1,43.9,,161
2018-04-11,3,1,32.0,51.1,43.5,,161
2018-04-12,3,1,33.0,51.1,43.2,,161
2018-04-14,3,1,33.0,53.1,44.8,,161
2018-04-15,3,1,32.0,53.1,44.8,,161
2018-04-18,3,1,33.0,53.1,45.4,,161
2018-04-20,3,1,32.0,53.1,45.0,,161
2018-04-23,3,1,33.0,53.1,45.3,,161
2018-04-27,3,1,33.0,53.1,45.0,,161
2018-04-28,3,1,32.0,53.0,45.2,,161
2018-04-30,3,1,33.0,53.0,45.2,,161
2018-04-01,3,2,12.0,,46.4,44.0,170
2018-04-03,3,2,12.0,,40.7,44.0,170
2018-04-04,3,2,12.0,,41.9,48.0,170
2018-04-07,3,2,12.0,,41.5,48.0,170
2018-04-10,3,2,12.0,,41.4,48.0,170
2018-04-11,3,2,12.0,,40.2,48.0,170
2018-04-14,3,2,12.0,,38.8,48.0,170
2018-04-15,3,2,12.0,,40.3,48.0,170
2018-04-17,3,2,12.0,,40.4,48.0,170
2018-04-23,3,2,12.0,,41.6,48.0,170
2018-04-01,3,1,40.0,47.0,44.1,,176
2018-04-02,3,1,41.0,47.0,44.1,,176
2018-04-03,3,1,41.0,47.0,44.2,,176
2018-04-04,3,1,41.0,47.0,44.3,,176
2018-04-05,3,1,40.0,47.0,44.3,,176
2018-04-07,3,1,41.0,47.0,43.3,,176
2018-04-14,3,1,41.0,49.0,45.1,,176
2018-04-28,3,1,40.0,47.0,44.2,,176
2018-04-01,3,2,12.0,,35.8,79.0,177
2018-04-10,3,2,12.0,,36.7,79.0,177
2018-04-11,3,2,12.0,,35.1,165.0,177
2018-04-14,3,2,12.0,,64.1,165.0,177
2018-04-15,3,2,12.0,,35.8,165.0,177
2018-04-23,3,2,12.0,,34.6,165.0,177
2018-04-01,3,3,12.0,,47.9,51.0,187
2018-04-04,3,3,12.0,,48.7,51.0,187
2018-04-07,3,3,12.0,,48.5,51.0,187
2018-04-11,3,3,12.0,,47.6,51.0,187
2018-04-12,3,3,12.0,,47.8,51.0,187
2018-04-14,3,3,12.0,,53.6,51.0,187
2018-04-20,3,3,12.0,,54.0,51.0,187
2018-04-24,3,3,12.0,,55.0,51.0,187
2018-04-29,3,3,12.0,,54.5,51.0,187
2018-04-01,3,3,35.0,78.2,71.8,,188
2018-04-02,3,3,35.0,78.1,69.3,,188
2018-04-06,3,3,34.0,78.1,69.5,,188
2018-04-07,3,3,35.0,78.1,68.4,,188
2018-04-10,3,3,36.0,78.1,68.4,,188
2018-04-11,3,3,36.0,78.1,69.5,,188
2018-04-13,3,3,35.0,78.1,69.5,,188
2018-04-23,3,3,35.0,78.1,69.2,,188
2018-04-24,3,3,32.0,78.1,69.5,,188
2018-04-27,3,3,3.0,,,61.0,198
2018-04-01,3,3,,40.4,32.9,,222
2018-04-04,3,3,,40.4,32.6,,222
2018-04-09,3,3,,40.4,32.5,,222
2018-04-11,3,3,,40.4,34.0,,222
2018-04-14,3,3,,39.4,33.1,,222
2018-04-18,3,3,,39.4,33.2,,222
2018-04-22,3,3,,39.4,33.0,,222
2018-04-24,3,3,,39.4,32.7,,222
2018-04-01,3,2,191.0,,,,232
2018-04-06,3,2,192.0,,,,232
2018-04-14,3,2,193.0,,,,232
2018-04-19,3,2,195.0,,,,232
2018-04-20,3,2,199.0,,,,232
2018-04-21,3,2,197.0,,,,232
2018-04-22,3,2,196.0,,,,232
2018-03-01,3,1,33.0,38.2,29.4,38.0,158
2018-03-02,3,1,33.0,38.2,29.7,38.0,158
2018-04-01,3,1,44037.0,60.6,59.1,,235
2018-04-02,3,1,44037.0,60.6,59.2,,235
2018-03-06,3,1,33.0,38.2,29.5,38.0,158
2018-04-03,3,1,44036.0,60.6,59.1,,235
2018-04-04,3,1,44036.0,60.6,58.0,,235
2018-04-05,3,1,44032.0,60.6,58.3,,235
2018-03-08,3,1,34.0,38.2,29.5,38.0,158
2018-03-09,3,1,33.0,38.2,29.1,38.0,158
2018-04-06,3,1,44037.0,60.6,58.5,,235
2018-04-07,3,1,44041.0,60.7,57.5,,235
2018-03-10,3,1,33.0,38.2,29.6,38.0,158
2018-03-11,3,1,32.0,,,38.0,158
2018-04-08,3,1,44041.0,60.6,57.2,,235
2018-04-09,3,1,44037.0,60.6,57.1,,235
2018-03-12,3,1,33.0,,,38.0,158
2018-04-10,3,1,44032.0,60.6,57.1,,235
2018-04-11,3,1,44036.0,60.6,58.1,,235
2018-04-12,3,1,44036.0,60.6,58.2,,235
2018-04-13,3,1,44031.0,60.6,57.6,,235
2018-04-14,3,1,44041.0,60.6,59.1,,235
2018-04-15,3,1,44032.0,60.5,59.2,,235
2018-04-16,3,1,44037.0,60.5,59.1,,235
2018-04-17,3,1,44035.0,60.5,59.1,,235
2018-04-18,3,1,44032.0,60.5,58.3,,235
2018-04-20,3,1,44036.0,60.5,58.1,,235
2018-04-21,3,1,44032.0,60.5,58.1,,235
2018-04-22,3,1,44041.0,60.6,58.6,,235
2018-04-23,3,1,44032.0,60.6,58.1,,235
2018-04-24,3,1,24706.0,60.6,58.6,,235
2018-04-25,3,1,55.0,60.6,58.6,,235
2018-04-29,3,1,55.0,60.7,58.3,,235
2018-03-01,3,2,245.0,,19.4,29.0,160
2018-04-30,3,1,56.0,60.7,58.3,,235
2018-03-02,3,2,246.0,,19.4,29.0,160
2018-04-01,3,2,43.0,54.3,35.7,,239
2018-04-02,3,2,43.0,54.3,35.8,,239
2018-03-03,3,2,247.0,,19.4,29.0,160
2018-03-04,3,2,248.0,,18.2,29.0,160
2018-04-04,3,2,44.0,55.3,36.4,,239
2018-03-06,3,2,249.0,,18.2,29.0,160
2018-04-06,3,2,44.0,55.3,36.3,,239
2018-03-07,3,2,250.0,,19.4,29.0,160
2018-03-08,3,2,251.0,,19.4,29.0,160
2018-04-07,3,2,44.0,54.3,36.3,,239
2018-03-09,3,2,252.0,,19.4,29.0,160
2018-03-10,3,2,253.0,,19.4,29.0,160
2018-03-11,3,2,254.0,,,29.0,160
2018-04-11,3,2,44.0,54.4,36.9,,239
2018-03-13,3,2,255.0,,,29.0,160
2018-03-14,3,2,256.0,,,29.0,160
2018-04-14,3,2,44.0,55.4,37.5,,239
2018-03-15,3,2,257.0,,,29.0,160
2018-04-16,3,2,44.0,55.4,37.4,,239
2018-03-17,3,2,258.0,,,29.0,160
2018-03-18,3,2,259.0,,,29.0,160
2018-03-19,3,2,262.0,,,29.0,160
2018-04-18,3,2,44.0,55.4,36.7,,239
2018-03-20,3,2,260.0,,,29.0,160
2018-03-21,3,2,261.0,,,29.0,160
2018-03-24,3,2,263.0,,,29.0,160
2018-04-24,3,2,44.0,55.4,37.3,,239
2018-03-26,3,2,264.0,,,29.0,160
2018-04-27,3,2,45.0,55.4,37.3,,239
2018-03-27,3,2,265.0,,,29.0,160
2018-03-29,3,2,266.0,,,29.0,160
2018-03-31,3,2,267.0,,,29.0,160
2018-04-01,3,3,0.0,51.0,41.3,50.0,240
2018-03-01,3,1,33.0,51.2,43.9,,161
2018-04-04,3,3,0.0,52.0,42.2,50.0,240
2018-03-04,3,1,32.0,51.2,43.9,,161
2018-04-07,3,3,0.0,53.0,42.2,50.0,240
2018-03-07,3,1,33.0,51.1,42.9,,161
2018-04-08,3,3,0.0,53.1,42.1,50.0,240
2018-03-09,3,1,32.0,51.1,43.3,,161
2018-04-11,3,3,0.0,52.1,41.4,50.0,240
2018-03-11,3,1,32.0,,,,161
2018-03-12,3,1,33.0,,,,161
2018-04-13,3,3,0.0,52.0,41.3,50.0,240
2018-04-14,3,3,0.0,52.0,40.8,50.0,240
2018-04-16,3,3,0.0,52.0,40.7,50.0,240
2018-04-18,3,3,0.0,52.0,41.4,50.0,240
2018-04-21,3,3,0.0,52.0,41.5,50.0,240
2018-04-23,3,3,0.0,52.0,41.8,50.0,240
2018-03-01,3,2,12.0,,34.4,44.0,170
2018-03-04,3,2,12.0,,34.5,44.0,170
2018-03-07,3,2,12.0,,33.7,44.0,170
2018-03-10,3,2,12.0,,36.1,44.0,170
2018-03-13,3,2,12.0,,36.0,44.0,170
2018-03-19,3,2,12.0,,41.4,44.0,170
2018-03-23,3,2,12.0,,42.6,44.0,170
2018-03-24,3,2,12.0,,41.2,44.0,170
2018-03-29,3,2,12.0,,47.6,44.0,170
2018-03-01,3,1,0.0,47.0,43.9,45.0,176
2018-03-07,3,1,0.0,47.0,43.6,45.0,176
2018-03-08,3,1,0.0,47.0,43.7,45.0,176
2018-03-09,3,1,0.0,47.0,44.2,45.0,176
2018-03-10,3,1,0.0,47.0,44.0,45.0,176
2018-03-11,3,1,0.0,,,45.0,176
2018-03-20,3,1,21.0,,,45.0,176
2018-03-21,3,1,41.0,,,45.0,176
2018-03-22,3,1,40.0,,,45.0,176
2018-03-01,3,2,,,59.2,78.0,177
2018-03-11,3,2,,,59.2,79.0,177
2018-03-16,3,2,12.0,,48.4,79.0,177
2018-03-19,3,2,12.0,,63.8,79.0,177
2018-03-22,3,2,12.0,,63.7,79.0,177
2018-03-24,3,2,12.0,,64.9,79.0,177
2018-03-27,3,2,12.0,,65.0,79.0,177
2018-03-01,3,3,0.0,,44.4,62.0,187
2018-03-03,3,3,0.0,,44.2,62.0,187
2018-03-07,3,3,0.0,,43.2,62.0,187
2018-03-08,3,3,0.0,,43.1,62.0,187
2018-03-09,3,3,0.0,,42.0,62.0,187
2018-03-12,3,3,0.0,,43.3,51.0,187
2018-03-16,3,3,0.0,,43.6,51.0,187
2018-03-19,3,3,0.0,,42.4,51.0,187
2018-03-23,3,3,0.0,,43.5,51.0,187
2018-03-25,3,3,0.0,,42.5,51.0,187
2018-03-29,3,3,6.0,,47.9,51.0,187
2018-03-01,3,3,34.0,75.2,69.5,43.0,188
2018-03-03,3,3,34.0,75.2,69.1,43.0,188
2018-03-04,3,3,34.0,75.2,69.2,43.0,188
2018-03-09,3,3,35.0,75.2,68.9,43.0,188
2018-03-10,3,3,34.0,75.2,68.9,43.0,188
2018-03-11,3,3,34.0,,,43.0,188
2018-03-12,3,3,35.0,,,43.0,188
2018-03-14,3,3,36.0,,,43.0,188
2018-03-22,3,3,37.0,,,43.0,188
2018-03-28,3,3,36.0,79.2,72.3,43.0,188
2018-03-29,3,3,35.0,79.2,72.3,43.0,188
2018-03-01,3,3,,42.4,35.2,,222
2018-03-04,3,3,,40.4,33.5,,222
2018-03-07,3,3,,40.4,33.8,,222
2018-03-09,3,3,,40.4,33.2,,222
2018-03-11,3,3,,,,,222
2018-03-01,3,2,,,48.6,10.0,232
2018-03-08,3,2,,,48.5,10.0,232
2018-03-13,3,2,,,55.7,10.0,232
2018-03-16,3,2,,,45.3,10.0,232
2018-03-19,3,2,189.0,,45.4,10.0,232
2018-03-20,3,2,189.0,,45.3,10.0,232
2018-03-22,3,2,190.0,,45.3,10.0,232
2018-03-23,3,2,190.0,,45.4,10.0,232
2018-03-01,3,1,,53.7,50.7,53.0,235
2018-03-05,3,1,,53.7,50.8,53.0,235
2018-03-07,3,1,,53.6,51.7,53.0,235
2018-03-08,3,1,,61.6,59.9,53.0,235
2018-03-09,3,1,,61.6,60.1,53.0,235
2018-03-10,3,1,,60.6,59.1,53.0,235
2018-03-13,3,1,,60.5,58.4,53.0,235
2018-03-14,3,1,43994.0,60.5,58.4,53.0,235
2018-03-15,3,1,43997.0,60.5,58.4,53.0,235
2018-03-16,3,1,43964.0,60.5,58.6,53.0,235
2018-03-17,3,1,43823.0,60.5,58.8,53.0,235
2018-03-18,3,1,43980.0,60.5,58.8,53.0,235
2018-03-19,3,1,44011.0,60.5,58.3,53.0,235
2018-03-20,3,1,43995.0,60.5,58.3,53.0,235
